albumID^artistID
165256.0^343663.0
116912.0^22836.0
116933.0^287467.0
142351.0^109016.0
122892.0^41479.0
214129.0^356415.0
241552.0^357124.0
119734.0^131046.0
266417.0^39097.0
150170.0^1104.0
240965.0^352009.0
677979.0^768.0
447894.0^220094.0
777930.0^372919.0
115222.0^42960.0
244151.0^348556.0
111626.0^23656.0
46684.0^23622.0
202326.0^368739.0
118669.0^29964.0
182074.0^1610.0
169512.0^351028.0
243252.0^364838.0
121809.0^16836.0
798475.0^276.0
183579.0^47599.0
174340.0^350149.0
227410.0^353817.0
201539.0^343947.0
265593.0^349636.0
191836.0^354348.0
847678.0^21100.0
7060.0^9001.0
140349.0^349123.0
130303.0^38586.0
209937.0^183551.0
224676.0^353544.0
878492.0^358250.0
119442.0^234495.0
253543.0^15276.0
214031.0^353676.0
39892.0^57506.0
244274.0^350483.0
800462.0^38157.0
107319.0^12925.0
637211.0^74858.0
239816.0^350928.0
150290.0^324408.0
64227.0^2663.0
75576.0^74320.0
38762.0^59566.0
255233.0^348865.0
159726.0^29176.0
175871.0^254146.0
180448.0^39196.0
113398.0^220772.0
160878.0^356266.0
231763.0^353861.0
273782.0^343625.0
133050.0^46891.0
175589.0^358882.0
284091.0^348469.0
259500.0^180650.0
255999.0^73858.0
657060.0^351104.0
197546.0^205949.0
132741.0^349289.0
224269.0^347542.0
24133.0^28985.0
28622.0^1709.0
212195.0^353180.0
112130.0^227645.0
200214.0^26960.0
186322.0^362480.0
251225.0^65306.0
118162.0^58171.0
217823.0^373106.0
116249.0^63404.0
168722.0^344051.0
89789.0^17236.0
283136.0^368556.0
326646.0^378115.0
187902.0^354907.0
4922.0^411.0
258163.0^368632.0
205119.0^353871.0
458504.0^349101.0
113896.0^322.0
133577.0^35359.0
162477.0^352590.0
180500.0^357056.0
215711.0^358683.0
138202.0^37349.0
171344.0^358370.0
312090.0^368101.0
26748.0^34813.0
192873.0^349265.0
231176.0^343783.0
196106.0^359080.0
126016.0^186680.0
^
246879.0^41560.0
210064.0^343870.0
131402.0^150942.0
204622.0^351139.0
315841.0^374755.0
550138.0^578675.0
111670.0^21361.0
218872.0^343852.0
180741.0^215996.0
170157.0^357184.0
230037.0^351040.0
236994.0^19664.0
155714.0^80625.0
257785.0^329188.0
125658.0^108740.0
413785.0^560.0
52666.0^86861.0
120088.0^22163.0
261785.0^332421.0
306842.0^348975.0
185529.0^371825.0
286158.0^351758.0
64262.0^107300.0
166631.0^350392.0
175929.0^349349.0
154866.0^70370.0
261043.0^372791.0
39104.0^50825.0
183631.0^28134.0
45338.0^38489.0
117373.0^24019.0
82964.0^142964.0
173318.0^343691.0
122622.0^12261.0
6179.0^73.0
130302.0^38586.0
189975.0^350864.0
659438.0^358391.0
184172.0^348748.0
167178.0^348631.0
234186.0^371918.0
269388.0^351235.0
211913.0^368475.0
72987.0^124077.0
910395.0^980.0
240614.0^373806.0
232390.0^350792.0
190300.0^350914.0
207789.0^344879.0
232963.0^364097.0
17678.0^21034.0
210175.0^363715.0
176860.0^367890.0
166932.0^362136.0
211190.0^47372.0
150866.0^57349.0
167214.0^352498.0
236751.0^41541.0
131656.0^8140.0
226825.0^653547.0
726604.0^189788.0
202648.0^357834.0
124728.0^16424.0
212761.0^352109.0
197933.0^352185.0
210639.0^350357.0
89720.0^11523.0
50748.0^15912.0
208099.0^37758.0
196169.0^355790.0
145830.0^277697.0
173560.0^349457.0
236769.0^326390.0
206693.0^348209.0
225560.0^367339.0
163274.0^71517.0
121816.0^337964.0
30973.0^420.0
118374.0^20955.0
239454.0^356176.0
7841.0^9562.0
166493.0^360206.0
115393.0^29383.0
119958.0^94450.0
257303.0^348847.0
207818.0^171524.0
37819.0^57697.0
201160.0^357366.0
202870.0^188779.0
186667.0^363906.0
105193.0^36267.0
189513.0^49715.0
122241.0^340121.0
122436.0^80125.0
258562.0^347603.0
366939.0^768.0
206541.0^353494.0
250680.0^361936.0
200899.0^352223.0
182614.0^357695.0
281291.0^350693.0
192422.0^196.0
208519.0^353463.0
191106.0^237831.0
164751.0^357365.0
273571.0^349272.0
210284.0^360835.0
193482.0^103765.0
122778.0^306248.0
240523.0^251397.0
245299.0^155284.0
192002.0^1610.0
225986.0^363201.0
225566.0^68350.0
116666.0^25357.0
244749.0^349425.0
180616.0^155284.0
181284.0^351798.0
126076.0^65299.0
115513.0^272196.0
172452.0^50793.0
201041.0^371516.0
276408.0^356744.0
212197.0^351693.0
270088.0^344363.0
180348.0^55859.0
112906.0^11795.0
122514.0^85252.0
118432.0^108683.0
190389.0^108847.0
14419.0^16644.0
311319.0^50611.0
238837.0^361063.0
188302.0^16842.0
261424.0^350520.0
39543.0^60698.0
168037.0^351298.0
292177.0^369260.0
235150.0^68094.0
208311.0^367856.0
139714.0^358002.0
241095.0^165570.0
119913.0^25815.0
182753.0^348837.0
150989.0^28882.0
198393.0^258540.0
577970.0^3833.0
552185.0^355911.0
214795.0^211102.0
167082.0^358728.0
210409.0^348228.0
245117.0^356274.0
240686.0^357865.0
114879.0^15941.0
130378.0^8604.0
284772.0^348493.0
122171.0^39198.0
364777.0^370121.0
235444.0^139580.0
270634.0^65306.0
118701.0^22754.0
117799.0^5342.0
165526.0^210713.0
122781.0^14780.0
200692.0^354119.0
266933.0^49829.0
238359.0^343987.0
240961.0^359252.0
267555.0^343067.0
142071.0^344114.0
283934.0^369486.0
112870.0^40926.0
268835.0^349104.0
200321.0^125136.0
195935.0^353446.0
195790.0^348897.0
218370.0^34017.0
74478.0^3329.0
211611.0^350163.0
215832.0^348631.0
209543.0^285055.0
120778.0^294052.0
225902.0^355159.0
199022.0^362696.0
205039.0^343923.0
295000.0^364206.0
192168.0^351084.0
6236.0^7031.0
272532.0^361024.0
304744.0^370888.0
29865.0^36556.0
207885.0^371465.0
192659.0^322578.0
265295.0^355559.0
116190.0^282140.0
174563.0^23748.0
101702.0^2233.0
180982.0^1610.0
166956.0^349214.0
118124.0^311271.0
265969.0^369256.0
179486.0^2951172.0
135159.0^32823.0
227424.0^353459.0
11958.0^869.0
155563.0^65950.0
348906.0^1086352.0
201434.0^344485.0
122811.0^343392.0
170592.0^326413.0
112603.0^1109022.0
203734.0^360452.0
382929.0^349866.0
189542.0^347443.0
163838.0^349568.0
193823.0^343533.0
35080.0^31376.0
105143.0^12025.0
205303.0^349123.0
833344.0^100332.0
116626.0^27118.0
186023.0^348897.0
231637.0^356504.0
647951.0^364591.0
257985.0^349705.0
120866.0^58944.0
191159.0^353366.0
133048.0^46891.0
249784.0^352262.0
249866.0^368875.0
26615.0^34555.0
164602.0^8674.0
129934.0^41921.0
143147.0^356274.0
170233.0^370370.0
249447.0^34602.0
116053.0^78159.0
254590.0^348193.0
11073.0^12120.0
324788.0^526003.0
253169.0^234463.0
218633.0^347430.0
124946.0^20922.0
310820.0^768.0
191531.0^353086.0
238277.0^79760.0
112907.0^717.0
162367.0^364622.0
119783.0^42954.0
96036.0^34513.0
169044.0^360518.0
198953.0^71513.0
231439.0^1608972.0
274330.0^360327.0
248487.0^56435.0
528591.0^353990.0
19938.0^1319.0
245153.0^349974.0
220406.0^275474.0
964328.0^17949.0
201729.0^1008661.0
91487.0^60680.0
255934.0^360855.0
205622.0^191240.0
170779.0^142821.0
250828.0^347449.0
164355.0^343896.0
89044.0^23335.0
184027.0^344843.0
242674.0^361423.0
212258.0^370738.0
112574.0^26031.0
345.0^216.0
34452.0^51746.0
285899.0^350993.0
207404.0^351190.0
854277.0^350351.0
177120.0^347605.0
111308.0^221924.0
176680.0^359346.0
119580.0^39962.0
186641.0^347552.0
79068.0^182.0
13754.0^436.0
270234.0^332989.0
25795.0^7393.0
28960.0^22636.0
119847.0^6343.0
170846.0^46697.0
165286.0^11822.0
262432.0^1610.0
111628.0^2187.0
186990.0^325097.0
241323.0^356826.0
183248.0^356865.0
45220.0^71193.0
179565.0^365211.0
171065.0^356894.0
204450.0^348567.0
163574.0^325551.0
35469.0^53779.0
257219.0^359031.0
123107.0^36234.0
169880.0^347454.0
116125.0^6644.0
198996.0^31638.0
124369.0^11082.0
6539.0^2598.0
196094.0^43100.0
110862.0^219495.0
260321.0^348210.0
263324.0^308664.0
439421.0^8474.0
6187.0^4754.0
208191.0^353668.0
223678.0^349778.0
254100.0^349498.0
114789.0^261387.0
246143.0^349545.0
166920.0^349310.0
116471.0^1450.0
270869.0^351745.0
133332.0^40035.0
240985.0^3925.0
185784.0^350717.0
175668.0^347582.0
198336.0^359980.0
264871.0^349110.0
120804.0^558408.0
430166.0^374261.0
206781.0^83147.0
169735.0^356932.0
