831556^The Famous Final Scene^https://images.genius.com/f7ae0b520d885109f5860a8896c3383d.1000x1000x1.jpg^1978-05-05^[Verse 1]Think in terms of bridges burnedThink of seasons that must endSee the rivers rise and fallThey will rise and fall again[Pre-Chorus]Everything must have an endLike an ocean to a shoreLike a river to a stream[Chorus]Like a river to a streamIt's the famous final scene[Verse 2]And how you tried to make it workDid you really think it could?How you tried to make it lastDid you really think it would?[Pre-Chorus]Like a guest who stayed too longNow it's finally time to leaveYes, it's finally time to leave[Chorus]Take it calmly and sereneIt's the famous final scene[Bridge]It's been coming on so longYou were just the last to knowIt's been a long time since you've smiledSeems like oh so long agoNow the stage has all been setAnd the nights are growing coldSoon the winter will be hereAnd there's no one warm to hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912397^Draft Day^https://images.rapgenius.com/c2a740e4c5ce35502e6d5d842326ac3b.720x720x1.jpg^2015-04-13^Let it be knownAin't nobody better at flowingHead full of thorns, head for the throneYou got your head in your ass, I keep my head in the zoneI had to behead the head of the homeOh!I'm sonning all you motherfuckersPulling magazines out I'ma run for coversWasn't there for the photo opSo I stoppedGot PhotoshopI'm an entertainer like I'm CedricYou prolly enter labor like you pregnantThe threat of it at the back of my mindSpit rhymes while I practice autographic designHalf of the time that I'm passing throughHalf your crew is like I'm a rapper, too!Got the mic? I'm the one you wanna pass it toCuz if I ain't got next, I'm coming after youLike V, you might see me in a movieI'm Bruce Lee and I'm Spike LeeAnd Jason LeeI'ma be on TVIn your stereo, and skating streetPlay for keeps, ain't a enemy leftI just do it, Nike should be sending me checksI flexSo don't be sending me threatsCuz I could take your life like identity theftNah, Lennon the Lord, I let it beI rock wilder than Red and methamphetamineThat got some rappers wanna steal my identityThat got me feeling like my own worst enemyOffending me and I'm coming for youLike it's open season, I'll take the W, tooLike it's tax season, Zach's aiming for youLike an IRS audit, you ain't paying your duesNever foot the bill, playing to loseIf hooks could kill, I would bury EarlI'll never marryI'm never merry, girlI'm a sadboyAnd a bad boy like Diddy PYou fuck boys could never get rid of meI am the epitome of what you finna be but never get to beYou are the epitome of pity meDead in the middle of Little ItalyI belittle the brittle idiots that try to spit at meHere's a riddle: ever fiddle with the Devil before?Put your pride in the middle and we can settle the scoreI bet you never record, never performNever a tour, never adoredSent shots at me, they were never addressedThey didn't get to me, hey! Ain't I clever as heck?You were never a threatPut you down like a veteran vet, better get him a petHow a president let a fucking resident step?I cut you off and send a severance checkYou're low in the poll, they would never elect youI be flying in a federal jetEver been to Tibet? They saying Send him directYou're a loser, baby, and I'm better than BeckI be catching the wreck til I'm catching my breathEven Ali said I'm the bestNever forget, the rest are frontingI got next they got next to nothingI got next they got next to nothingI got next they got next to nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927064^Never Had a Reason To^https://images.genius.com/ce2c0e6313bdab6223de1095224ab9a4.1000x1000x1.jpg^1996-11-05^All the girls I grew up withGot a husband house and kidsThat's what everybody did after schoolIf I'd had a steady boyfriendI mighta stuck around like them butBack then I never had a reason toL.A.'s like another planetHad to live there to understand itAnd I thought when I first landed that California's coolTill I saw good girls gettin' outta controlEndin' up sellin' their soulsOh no I never had a reason toI never had a reason to stayTo not walk awayNobody's heart was gonna break over meI never had somethin' worth keepin'Or somebody I neededLike I'm needin' youBaby don't you see it's trueI never had a reason to believe in loveTo some love comes as a visionTo some it's a sweet baptismMe and love had a head on collisionWhen I ran into youGot some feelings I'm figurin' outNo I don't know exactly howUntil now I never had a reason toI never had a reason to stayTo not walk awayNobody's heart was gonna break over meI never had somethin' worth keepin'Or somebody I neededLike I'm needin' youBaby don't you see it's trueI never had a reason to believe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758998^Red Flowers As the Passion^https://images.genius.com/da14c84e7d4f47bcf785370efb348fab.996x1000x1.jpg^^In days of solitudeI see my sadnessPrinted in my faceSweet tears I dropSuch beautiful feelingsSuffering...Alone and sadAlways alongI deeply breathe and leaveEverything is far away from my reachAlone in the middle of this beautiful greenLandscape I see...Flowers - Beautiful flowersFlowers inside of my heartFlowers - Beautiful flowersFlowers - Red flowers as the passionWhat do I fellWhat I am?What do I make?Where am I going?'If you were hereYou would feel what I am fellingIf you were hereYou could see it with me...'Flowers - Beautiful flowersFlowers inside of my heartFlowers - Beautiful flowersFlowers - Red flowers as the passion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813369^No Longer a Child^https://images.genius.com/566e8512029fbf5f4719a2bacfe84abb.470x470x1.jpg^^INTRO: No longer a child, a broken toyThe door was open wideI'd never seen that look in daddy's eyesEven though i criedHe wouldn't go away, I screamed insideI try and try, but you won't hear my criesI'd never hurt you, but in my soul is agonyI loved you even through the painful sleepless nightsI'd never hate you, but how can I ever be freeDaddy why do you hurt meHere I lie alone, nobody can seeI've never toldMother isn't homeFather's last touch has left me coldCHORUS (God help me)Bridge(God speaking)-My little child, I see your painI cry with you every tear you weepI weep with you, I'll never leave youOr hurt you, and now I take you in myArms to show you the love you never knewGod I cling to youYou can see my pain, you cry with meLove I never knewIn the darkest night, You're here with meI try and try, but they won't hear my criesI'd never hurt them, but in my soul is agonyLord I loved them even through the painI'd never hate them, but how can I ever be freeGod Help Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854752^Island Home^https://images.genius.com/569282527f5499c3c1a45c005fb57a1b.1000x1000x1.jpg^^Six years ive been in the cityAnd everynight, i dream of the seaThey say home is where you find itWill this place ever satisfy meFor i come from the salt water peopleWe always live by the seaNow im down here living in the cityWith my man, and a familyMy island home, my island homeMy island home, is waiting for me x 1In the evening the dry wind blowsFrom the hills, and across the plainsI close my eyes and im standingIna boat on the sea againAnd im holding that long turtle spearAnd i feel im close now to whereit must beMy island home is waiting for me{music}My island home is waiting for meMy island home, my island homeMy island home, is waiting for me x 2My island, my island homeMy island home is surrounded by seaMy island home, my island homeMy island home is waiting for meMy island home x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909575^Cheap Art^https://images.genius.com/919b4d374562059930cbfef51d4fc7d0.736x736x1.jpg^^Caffeine flows through vogueing queensLiving a nocturnal sceneDon't give any shadeByron's deadly snapsWill put you in your placeCHEAP ART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561145^Extremophile Elite^https://images.rapgenius.com/4ab575b064a6ade8fb17d3541fe0a61b.300x200x1.jpg^2012-01-01^Prospect 1:To see one's self is hard to explainLast night was the first notion of thisOnce again, real life and dreams are whirling among one anotherSpace flight navigator, a walking mirrorGalaxy drifter, entwined togetherTo grasp the other hand, to hear the other speakSpace flight navigator, a walking mirrorGalaxy drifter, entwined togetherTo grasp the other hand, to hear the other speakCarve one's skin out of their own soilSends chills throughout my bodyCarve one's skin out of their own soilSends chills throughout my bodyWake up, wake up to a dirt covered surroundingMachines, machines in the distanceWake up, wake up to a dirt covered surroundingMachines, machines in the distanceSomething far too familiarThe world comes to a screeching halt when I cover my earsLift off the hands and the claws work againWork againDigging graves, deeper gravesDigging graves, deeper gravesThe machines deafen my ears with such extremityConstant maze from digging gravesI bury my head in the dirtIt all stopsThis sends bliss throughout, throughout meUpside down dreamingThe sound of earth soothes my entire bodyUpside down dreamingThe sound of earth soothes my entire bodyUpside down dreamingThe sound of earth soothes my entire bodyUpside down dreamingThe sound of earth soothes my entire bodyReal life and dreams are whirlingA hand lifts my head out of the dirtPulling hairs from what seems to be my brainI see him... me... us?The walking mirror.fade out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769963^Give Me Your Heart for Christmas^https://images.genius.com/fa2a7b132f0a7b65e18abd698329307e.220x220x1.jpg^^Give me your heart for ChristmasWrap it with joy and cheerLet every beat sing to repeatOur love will last each moment of the yearJust...give me your heart for ChristmasOnly your love will doAnd with each sigh you'll know that IHave given you my heart for Christmas, tooAnd when it's Christmas eveWe'll sit around the treeAnd hear the church bells ringThey're ringing for you and meSo...give me your heart, darling, for christmasOpen it wide for me (just for Christmas)And in return my love will burnAs bright as every candle on the treeGive me your heart for Christmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869929^She’s had a hold on me^https://images.genius.com/c5723d2749e8057113f567872c0a9c48.270x270x1.jpg^^Why the hell did she look thru the key-hole?'didn't have to see it'know who I really am'thinks better of me now but don't want to leave meHere, now and for a week, she's had a hold on me, yeah, yeahNow she's got the hang of meShe's really hating itSometimes really loving itShe's gonna kill me if I ask for moreHere, now and for a year, she's had a hold on me, yeah, yeahNow she's the only one who has the key'got the knack of itI'm watching thru the hole'can't help spending all my days kneeling down to my wifeHere, now and for a life, she's had a hold on me, yeah, yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898387^Two Bodies (One Mind One Soul)^https://images.genius.com/a0447e549985ec515ca0676dace58a11.493x493x1.jpg^^[Verse 1]Too many days go byWhen we don't see eye to eyeWe hold the key that will open all the doorsI just wish that we could give just a little more[Chorus]This time we've gotta stick togetherCan't let our hearts turn into stoneWe'll win this fight if we never say neverAs two bodies, one mind, one soul[Verse 2]I swore that I'd never give up on youAnd you said that you would see this throughSo let's light the fire that will burn the wall to the groundLet's find what we thought could never be found[Chorus]This time we've gotta stick togetherCan't let our hearts turn into stoneWe'll win this fight if we never say neverAs two bodies, one mind, one soul[Solo][Chorus]This time we've gotta stick togetherCan't let our hearts turn into stoneWe'll win this fight if we never say neverAs two bodies, one mind, one soulAs two bodies, one mind, one soul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863636^Snake Skin Shoes^https://images.genius.com/dc07940b659987788ce60bb44721840b.599x523x1.jpg^^Hey Hey baby I just can't quitThere's a freight train coming I can see my name on itIn the middle of the night in the midnight rainBanging my heels on the wheels of a runaway trainBanging on midnight bang on the moonSpend my money making love to youTell me darling now what I'll you giveTell me do you love me like I love the way you liveDown the alligator river on a lonesome trainI'm Rocking my soul in the heart of the hurricaneBanging on midnight bang on the moonSpend my money making love to youBanging on a bottle with a medicine spoonAll spend my money making love to youPut another bullet in my snake skin shoesHammer my heart till my heart stops tooI'm calling out your name to the heavensYou can sell my old clothesWhen I come rolling throughI've been driving all night long for a life timeAnd I never meant to get this far away from youLast chance honey I'm ready to fadeI'm ready to rollI'm ready for the big paradePut another bullet in my snake skin shoesOr hammer my heart till my heart stops tooBanging on a midnight bangin' on the moonSpend my money making love to youBanging on a bottle with a medicine spoonAll my money making love to youHey Hey baby I just can't quitThere's a freight train coming I can see my name on itDown the alligator river on a lonesome trainI'm Rocking my soul in the heart of a hurricaneBanging on midnight bangin on the moonSpend my money making love to youBanging on a bottle with a medicine spoonAll my money making love to youI got a two headed dollar and I'm ready to dealI'm ready to beg don't make me stealOne more midnight one more moonSpend my money making love to you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791207^Warriors^https://images.genius.com/d9dc6944da3ac7c26d60c40bf714d295.770x770x1.jpg^^The paper called me a warriorA bad girl. a bad exampleThe paper said I smile bigBut I curse too muchAnd its true. I doFeel like a warrior just for making it through the day, sometimesI feel like a fighter. Cause I fightTo keep the fighting away and, sometimesWalking down the street is a scientific experimentYour body laid out, splayed out, just for themTo tamper with itBut you know, I think its those with the scalpelsWho are really the ratsThey want to dissect your ass cause your brain wont hold still for themUnder that slide marked:split and fill with bullshitYknow, my ass dont fit under that glassAnd my brain moves way too fast for thatCause if this is a movement were makingWe have got to get movingIn this crazy maze weve been handed, weve got to quit losing ourselvesWe gotta use our big fat mouths to talkWe gotta use our big thick thighs to walkWe got to follow those who chooseA different way to knockThose who banged with persistenceLike the Audre Lordes, the Barbara LeesThe Leslie Feinbergs, the June Jordans of my existenceWho chose a different way to walkTook a chance, didnt prance, tiptoeTwirl though this worldYou see, I refuse to slide pastEven if it means coming in lastIm gonna stomp and rage and kickTalk hard, think thickYknow, it dont take a dick to have ballsIt dont take balls to knock down the wallsOf this cheap jointYou know, the points hard to find with all theseGround down passionsBut weve got a chance if we sharpen our visionsWith our voicesIts a choice to make noise, its hard to be heardTheyll toss you a muzzle wherever you goBut baby, its the waves that let you knowThe oceans aliveSo, weve gotta go deepDown past where your daddy found your keyUnlocked your kneesAnd took controlPast where your brother cruised your bordersLike some kind of nightguard patrolPast where the babysitter stuck a pencil up inside youSo many ways they get you to hide youFrom the world, girlWe gotta go deepWe gotta use our black and blues like a second skinLet our bruises thickenThen begin againWe gotta get up when were pushed to the groundThey ain't gonna hear us if were screaming face downWe gotta rise to double the size of our soundYou know warriors are betterThe second time around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977056^Radio Nurse^https://assets.genius.com/images/default_cover_image.png?1668632954^^Come, take what you knowForget all the things you holdDon't mind you sayWe're getting boredWe're getting colderWe don't behaveWe don't know what to sayWe don't know what to sayOne last goodbye'Twas the day you went awayThat was only yesterdayAnd so the lines that we tiedWho's to say my thoughts will change?We no longer share the weightI came tonightTo say you're wrongI know you're right; we don't belongWhen no one else will let you beWith all the thoughts that you will never feelI don't know you; I don't want toI don't know you; I don't want toOne last goodbye'Twas the day you went awayThat was only yesterdayAnd so the lines that we tiedWho's to say my thoughts will change?We no longer share the weightArms to walk onArms to walk onLet all the history come into the lightDeny yourself pleasures that you hideWhen it's goneWhen it's goneWhen it's really goneAlways so much sufferingIf you would only let it beAll the nasty papercuts you've complained of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849542^Flowers In Our Hair^https://images.genius.com/ff05939bba8dfdd0e602364f072c99e6.599x599x1.jpg^^Never wanna lose that lucid feelingNever wanna forget that clean dreamingI could cut you up to a million piecesI could give you a whole lotta reasonsI could cut you up to a million pieces and I'd leave you thereI could cut you up to a million daisesNever wanna lose that lucid feelingNever wanna forget that clean dreaming2XWe've got flowers in our, we've got flowers in our hairYeah, in our hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755271^Life^https://images.genius.com/ecaac2dd2b5c111a75919ae2a922512b.300x300x1.jpg^^(Opening lines are spoken as a sermon- John 10)I am the doorBy me if any man enter in he shall be savedAnd shall go in and out and find pastureThe thief cometh not but for to stealAnd kill and to destroyBut I have come that they might life!And that they might have it more abundantlyRestless folks live restless livesBut the father hears their criesHe can feel the sorrow they feelJesus came to empathizeMore than you can realizeOffering a life that is realChorus:Since he came to give us (life)There's been nothing like this (life)I'm complete within His lifeSuch a source of healing (life)Simple truth revealing (life)There's no other feeling lifeRepeat ChorusMany who have heard His voiceOften fail to make the choiceGiving Him the total controlBurdens He could take todayThey will carry anywayHopelessly to pilot their soulsRepeat Chorus (x2)Giving us life - His life - There's no other lifeHe's giving us life, oh yes He's giving us life - There's no other lifeThere's no need for living downWhen there's happy life aroundLook at what the master has doneGive it time and you will seeYou can sing along with meThis is why the Savior has come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890187^Earth A Little Lighter^https://images.genius.com/86558d7f743811ce411fdffc18710c84.496x496x1.jpg^^When you walk across the earth,do the horses hear you firstAnd lift their heads as if concerned,that something has occurredTo this world.............to this worldYou waved me from your car,you looked so changed I couldn't wave backLife past in a blur,i never really knew you at allHmmm........................hmmm....... .................hmmmMaybe I saw you that time,because you burned a little brighterOn your way out of this world,to make the earth a little lighterTo make...... the earth..... a little .....lighterShining ships on far off plains,that head for ports unnamedStand more chance of being tamed,than a life finally unchangedTo make the earth a little lighter,to make the earth a little lighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822600^Concerto Uno^https://images.genius.com/e893baa875ec589e87603ee29413e51a.1000x1000x1.jpg^1997-09-09^As I open the door to the Meaning, the EarthRevealing a pleasure of timeless perception we haveNot that I knowNot that I knowAll that I know there is more to this lifetimeTo know truthIt's so clearHere in my heartHere in, somehow, could we ever be seen as to reachFor the blueprint that's close to our heartsLove that surrounds us in natural formsAll that I feelAs the Wind touches meAll is completeTo see light as a positiveTo breathe life from the negativeSeen as a startGotta be good to going insideGotta be strong as words fall awayGotta belong to all that surroundsDidn't you know you're part of the EarthDidn't you know your place in the WorldIt's about time, be part of the WholeIt's about time, be part of the SoulAll emotion the Ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869173^Overcome^https://images.genius.com/6c23f214aba4698b1b9a83ef29aa8d80.500x500x1.jpg^^Getting still and slowing downMoving past the sights and soundsTrying to stop my racing mindTrying to leave this world behindWading through this constant noiseDesperate just to hear Your voiceYou are always thereTo meet me when I call to YouAnd I can't contain this peaceIt runs through meWhen my words are not enoughTo paint a picture of Your loveAnd You are all I'm thinking ofI'm overwhelmed, I'm overcomeCan I ever find a wayTo capture what I feel today?The only words that I can sayI'm overwhelmed, I'm overcomeI'm overcomeYou have made the sun and moonYou knew me in my mother's wombBecause of You, creation bowsThere is worship all aroundEvery hair that's on my headNumbered like my every breathThere is nothing that's beyondYour reach or understandingAnd I can't hold back these tearsJust knowing You're hereWhen my words are not enoughTo paint a picture of Your loveAnd You are all I'm thinking ofI'm overwhelmed, I'm overcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995013^What They Say^https://images.genius.com/20bb2c35295e20600643e278eaab5e58.1000x1000x1.jpg^^When the flare goes in slowYou can straight thing up an so...Sad existence you gotta keep on walkingLost in the dust you gotta keep on sweepingAnd still ther' re voices coming through you headMumrmuring your' re half deadUneasiness you gotta be patientDepressed you say you you gotta be patientEverything comes from youGet that and you' ll your dueScotch and vodka you'd better be prudentPills and tablets you'd better be prudentAnd what you're gonna do when looking through youAnd all the misery on tableThey say: We're not gonna fool youNo way we're not gonna slime youThis way we're not gonna let you downAnd they say: We're not gonna fool youNo way we're not gonna slime youThis way we're not gonna let you downYou feel insecure and can't say the futureOut of usage bet hundred for sureAnd all the memories that come to your mindMakes you feel a bit half-blindUndecided you gotta be patientLost in your brain you gott be patientAnd all turns al arround youBut nothing seems to be newVicius circle stuck in a squareWall in a tricky wide space dareAnd all you gotta to do is to play your partJust a game no need, no art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
