songID^albumID
836251^165256
645067^116912
645767^116933
915420^142351
745882^122892
884600^214129
870533^241552
704664^119734
762077^266417
969547^150170
841109^240965
857254^677979
514250^447894
969762^777930
586709^115222
771030^244151
510800^111626
965817^46684
925059^202326
691451^118669
792490^182074
816671^169512
903498^243252
743008^121809
697303^798475
995751^183579
852095^174340
913320^227410
943111^201539
831677^265593
863627^191836
708803^847678
575027^7060
806933^140349
776771^130303
921303^209937
861868^224676
893482^878492
700527^119442
905200^253543
869465^214031
764696^39892
804765^244274
717153^800462
524408^107319
867794^637211
814283^239816
786738^150290
917538^64227
862378^75576
722718^38762
784796^255233
905085^159726
882176^175871
926341^180448
537348^113398
924457^160878
998368^231763
860886^273782
821267^133050
930272^175589
766350^284091
875420^259500
805486^255999
818095^657060
753593^197546
788801^132741
757396^224269
639302^24133
846988^28622
873824^212195
517180^112130
811970^200214
890840^186322
768748^251225
745150^118162
972220^217823
614529^116249
866943^168722
681800^89789
923557^283136
935835^326646
864809^187902
755120^4922
924154^258163
958269^205119
804696^458504
740193^113896
875968^133577
851042^162477
925842^180500
965154^215711
582615^138202
962575^171344
919970^312090
959875^26748
825033^192873
845509^231176
878409^196106
942493^126016
719944^246879
994419^210064
995682^131402
819129^204622
996740^315841
915886^550138
510517^111670
755950^218872
956184^180741
914987^170157
816545^230037
798375^236994
976763^155714
918143^257785
890904^125658
836243^413785
519641^52666
709127^120088
975310^261785
783055^306842
993287^185529
830831^286158
810379^64262
803116^166631
787845^175929
898542^154866
968142^261043
746682^39104
790462^183631
918559^45338
844684^117373
928672^82964
978483^173318
739297^122622
998446^6179
786171^130302
813498^189975
962819^659438
773738^184172
771852^167178
956776^234186
822609^269388
922956^211913
947631^72987
900743^910395
982160^240614
811149^232390
813832^190300
888508^207789
955644^232963
805106^17678
965587^210175
937840^176860
892154^166932
768432^211190
819610^150866
848512^167214
899733^236751
579889^131656
753181^226825
751261^726604
932213^202648
658583^124728
837970^212761
840582^197933
821100^210639
520356^89720
658542^50748
782706^208099
722717^38762
867576^196169
579851^145830
854592^173560
898571^236769
767089^206693
921243^225560
857522^163274
728067^121816
545442^30973
693943^118374
930919^239454
690276^7841
990609^166493
589986^115393
718055^119958
793322^257303
664419^207818
581199^37819
910756^201160
945559^202870
898002^186667
990102^105193
822352^189513
733440^122241
748595^122436
752751^258562
992530^366939
999524^206541
931880^250680
840529^200899
900753^182614
809004^281291
957468^192422
861717^208519
510817^111626
901250^191106
889251^164751
813419^273571
900157^210284
986609^193482
741371^122778
950361^240523
801921^245299
792195^192002
894306^225986
792121^225566
639061^116666
847972^244749
803834^180616
830231^181284
876886^126076
591739^115513
812405^172452
965338^201041
894490^276408
858738^212197
982099^270088
936668^180348
528400^112906
738347^122514
688340^118432
790696^190389
746728^14419
861279^311319
884486^238837
785434^188302
804794^261424
800719^39543
822561^168037
975430^292177
775307^235150
918229^208311
973371^139714
510121^241095
717640^119913
785497^182753
577691^150989
570811^198393
951475^577970
966640^552185
921200^214795
949224^167082
761037^210409
956522^245117
881918^240686
690967^114879
641482^130378
767377^284772
732607^122171
937354^364777
862979^235444
772017^270634
691670^118701
661387^117799
520729^165526
741399^122781
948331^200692
911642^266933
944023^238359
930652^240961
965012^267555
998140^142071
931598^283934
539299^112870
801308^268835
769380^200321
958947^195935
798885^195790
773269^218370
890641^74478
797215^211611
771177^215832
948966^209543
717173^120778
888375^225902
891818^199022
959205^205039
940739^295000
817273^192168
931065^6236
884344^272532
931294^304744
666449^29865
951669^207885
799252^192659
926833^265295
609671^116190
968237^174563
727202^101702
783143^180982
821279^166956
823672^118124
936216^265969
979773^179486
756014^135159
988232^227424
864595^11958
831424^155563
920324^348906
972911^201434
741711^122811
810526^170592
735928^112603
965926^203734
837455^382929
751619^189542
846387^163838
929289^193823
605861^35080
908417^105143
806431^205303
926937^833344
813841^273571
637856^116626
793990^186023
868779^231637
986082^647951
801103^257985
716845^120866
861513^191159
821393^133048
842144^249784
926062^249866
886617^26615
973195^164602
953956^129934
950791^143147
993155^170233
862889^249447
606065^116053
760672^254590
981521^11073
856589^324788
926765^253169
751637^218633
591617^124946
990586^310820
980235^191531
922178^238277
529088^112907
963684^162367
741532^119783
502094^96036
899252^169044
793383^198953
794317^231439
933166^274330
