songID^artistID
836251^343663
645067^16188
645767^287467
915420^109016
745882^41479
745882^18814
884600^356415
870533^357124
704664^131046
704664^328729
762077^39097
969547^1104
841109^352009
857254^352894
857254^97739
514250^226153
969762^372919
586709^42960
771030^348556
510800^23656
965817^23622
925059^368739
691451^29964
691451^799
792490^1610
816671^351028
903498^364838
743008^16836
697303^276
995751^47599
852095^350149
913320^353817
943111^343947
831677^349636
863627^354348
708803^21100
575027^9001
806933^349123
776771^38586
921303^183551
861868^353544
893482^358250
700527^234495
905200^15276
869465^353676
764696^57506
804765^350483
717153^38157
524408^12925
867794^74858
814283^350928
786738^324408
917538^2663
862378^74320
722718^59566
784796^348865
905085^29176
882176^254146
926341^39196
537348^220772
924457^356266
998368^353861
860886^343625
821267^46891
930272^358882
766350^348469
766350^26289
875420^180650
805486^73858
818095^351104
753593^205949
788801^349289
757396^347542
639302^28985
846988^1709
873824^353180
517180^227645
811970^26960
890840^362480
768748^65306
745150^58171
972220^373106
614529^63404
866943^344051
681800^17236
923557^368556
935835^378115
864809^354907
755120^411
924154^368632
958269^353871
804696^349101
740193^322
740193^162
740193^5974
875968^35359
851042^352590
925842^357056
965154^358683
582615^37349
962575^358370
919970^368101
959875^34813
825033^349265
845509^343783
878409^359080
942493^186680
719944^41560
994419^343870
995682^150942
819129^351139
996740^374755
915886^367520
510517^21361
755950^343852
956184^215996
914987^357184
816545^351040
798375^19664
976763^80625
918143^329188
890904^108740
836243^560
519641^86861
709127^22163
975310^332421
783055^348975
993287^371825
830831^351758
810379^107300
810379^240001
803116^350392
787845^349349
898542^70370
968142^372791
746682^50825
790462^28134
918559^38489
844684^24019
844684^89582
928672^142964
978483^343691
739297^12261
998446^73
998446^358
786171^38586
813498^350864
962819^358391
773738^348748
771852^348631
956776^371918
822609^351235
922956^368475
947631^124077
900743^980
982160^373806
811149^350792
813832^350914
888508^344879
955644^364097
805106^21034
965587^363715
937840^367890
892154^362136
768432^47372
819610^57349
848512^352498
899733^41541
579889^8140
753181^653547
751261^189788
932213^357834
658583^16424
837970^352109
840582^352185
821100^350357
520356^11523
658542^15912
782706^37758
722717^59566
867576^355790
579851^277697
579851^1047108
854592^349457
898571^326390
767089^348209
921243^367339
857522^71517
728067^337964
545442^420
545442^63012
693943^20955
930919^356176
690276^9562
690276^229
990609^360206
589986^29383
718055^94450
793322^348847
664419^171524
581199^57697
910756^357366
945559^188779
898002^363906
990102^36267
822352^49715
733440^340121
748595^80125
748595^346707
752751^347603
992530^713
999524^353494
931880^361936
840529^352223
900753^357695
809004^350693
957468^196
861717^353463
510817^23656
901250^237831
889251^357365
813419^349272
900157^360835
986609^103765
741371^306248
950361^251397
801921^155284
792195^1610
894306^363201
792121^68350
639061^25357
847972^349425
803834^155284
830231^351798
876886^65299
591739^272196
812405^50793
965338^371516
894490^356744
858738^351693
982099^344363
936668^55859
528400^11795
738347^85252
688340^108683
790696^108847
746728^16644
861279^50611
884486^361063
785434^16842
804794^350520
800719^60698
822561^351298
975430^369260
775307^68094
918229^367856
973371^358002
510121^165570
717640^25815
785497^348837
577691^28882
570811^258540
951475^3833
966640^355911
921200^211102
949224^358728
761037^348228
956522^356274
881918^357865
690967^15941
641482^8604
767377^348493
732607^39198
937354^370121
862979^139580
772017^65306
691670^22754
661387^5342
520729^210713
741399^14780
948331^354119
911642^49829
911642^12214
911642^20179
944023^343987
930652^359252
965012^343067
998140^344114
931598^369486
539299^40926
539299^16871
801308^349104
769380^125136
958947^353446
798885^348897
773269^34017
890641^3329
797215^350163
771177^348631
948966^285055
717173^294052
888375^355159
891818^362696
959205^343923
940739^364206
817273^351084
931065^7031
931065^208020
931065^1547
884344^361024
931294^370888
931294^44044
666449^36556
951669^371465
799252^322578
926833^355559
609671^282140
968237^23748
727202^2233
783143^1610
821279^349214
823672^311271
936216^369256
979773^2951172
756014^32823
988232^353459
864595^869
831424^65950
920324^1086352
972911^344485
741711^343392
810526^326413
810526^187413
735928^341161
965926^360452
837455^349866
837455^259278
751619^347443
846387^349568
929289^343533
605861^31376
605861^1164
605861^13465
908417^12025
806431^349123
926937^100332
813841^349272
637856^27118
793990^348897
868779^356504
986082^364591
801103^349705
716845^58944
861513^353366
821393^46891
842144^352262
926062^368875
886617^34555
973195^8674
953956^41921
950791^356274
993155^370370
862889^34602
606065^78159
760672^348193
981521^12120
856589^526003
926765^234463
751637^347430
591617^20922
591617^47797
990586^28587
980235^353086
922178^79760
529088^717
963684^364622
741532^42954
502094^34513
899252^360518
793383^71513
794317^1608972
933166^360327
972337^56435
938090^353990
645033^1319
645033^5760
856413^349974
937235^275474
937235^998537
548740^17949
993560^1008661
936166^60680
892233^360855
763730^191240
946179^142821
758465^347449
957582^343896
707337^23335
707337^329727
882817^344843
897531^361423
943824^370738
937364^26031
814796^216
785230^51746
815552^350993
820669^351190
933165^350351
758503^347605
506718^221924
506718^278
506718^1631
506718^859
877720^359346
740240^39962
759009^347552
748374^182
916399^436
954886^332989
936300^7393
747905^22636
795496^6343
828110^46697
743464^11822
783497^1610
510011^2187
756877^325097
897848^356826
942777^356865
797046^71193
917429^365211
921398^356894
768858^348567
852673^325551
523479^53779
975403^359031
748678^36234
758107^347454
608292^6644
836586^31638
849858^11082
843289^2598
974896^43100
500772^219495
500772^219496
761128^348210
975578^308664
904681^8474
925640^4754
901051^353668
800508^349778
853963^349498
575270^261387
851869^349545
826223^349310
637655^1450
637655^54521
637655^19700
828211^351745
850924^40035
745646^3925
809401^350717
751986^347582
899301^359980
810006^349110
716698^558408
989063^374261
832578^83147
892912^356932
963895^356513
836759^44763
674695^1181
912028^44187
941137^357543
799037^348754
793045^349505
753813^347602
917614^105680
970324^363100
936776^353770
926073^21401
804228^291132
792224^1610
987429^360081
518605^194741
984662^220144
749952^17582
852564^325551
953999^369411
887609^338239
753675^347736
871078^357303
831556^38157
912397^366814
927064^59794
758998^1823536
813369^349865
854752^352779
909575^362020
561145^59533
769963^348589
869929^66318
898387^360275
863636^353711
791207^349070
977056^359355
849542^352545
755271^157361
890187^354426
822600^140446
869173^344743
995013^344028
846700^352401
975553^16004
883339^44187
930057^20619
899291^342538
997241^185301
806759^349841
741204^343252
831410^351865
833433^66000
996681^361189
806250^350572
552955^26504
921979^356522
666668^303434
808463^350629
950472^331907
777642^349015
911770^40282
929264^364113
887869^359092
915862^47585
771010^62307
508234^13741
895939^40927
889971^354467
850858^40035
865930^140352
884339^2079933
967132^8311
825189^20692
695877^80105
664001^56172
763965^8172
915452^353125
830734^38362
923152^328876
695326^324662
935830^362080
748103^346464
749841^39198
942062^353294
762293^348199
954672^358427
517893^69114
787321^348887
667510^303434
877854^331907
750585^174495
920563^220144
904693^365041
922018^365657
907035^33876
530347^1080
516837^25943
858303^48031
891680^344055
660082^153859
885445^361295
970144^67293
977791^354628
822787^351300
654790^298648
917135^39364
914560^360357
979307^128718
786221^349332
935706^356473
976186^373382
823323^140446
961939^343632
937742^5126
773037^18713
791858^39195
793747^350067
825678^351605
607081^272199
914629^367340
806860^350456
991312^41921
600881^239255
600881^547
600881^11353
699369^326639
699369^1054301
699369^245150
699369^326638
699369^326637
744179^344634
801200^149945
947380^39114
947380^988556
953596^33317
802480^344778
983188^35595
843983^349382
796928^349030
533404^14148
533404^16408
822929^349192
840587^349538
512331^225129
796171^350146
946864^15276
508447^339
974774^61116
924809^354867
983869^32618
656803^299934
656803^299933
656803^842
899580^357391
561334^240174
909040^365737
557556^7370
796082^348970
902851^364727
929491^353053
773300^348536
882870^125285
759864^284115
748294^333234
840874^334161
681842^17236
998332^362836
826565^181255
850479^349429
769080^348561
888585^292139
542008^232595
891775^343724
757675^311090
719013^16657
907928^363548
855026^299982
767167^230
702260^27570
691623^186659
823503^140446
823503^351119
736607^18425
522012^11735
762805^39097
816857^42422
506604^43954
568363^256795
908181^353804
979670^365890
697113^147136
877916^359400
950987^353111
509775^66999
867429^355318
742568^142418
848545^349390
704789^45341
577232^39639
831568^344805
982941^42368
955373^800
943417^33925
926590^464
819633^76227
962980^290876
869455^125168
869709^356837
913839^161176
959387^47873
705853^329188
870328^14837
999935^357065
860979^331904
684913^11620
919465^173069
